Plate #	Row	Column	ORF
10	C	1	YDL088C
10	C	2	YBL042C
10	C	3	YFL016C
10	C	4	YBR041W
10	C	5	YNL283C
10	C	6	YGR138C
10	C	7	YGR175C
10	C	8	YBR068C
10	C	9	YBR283C
10	C	10	YOR370C
10	C	11	YGL038C
10	C	12	YOL020W
10	C	13	YGL012W
10	C	14	YGL186C
10	C	15	YPL172C
10	C	16	YDR481C
10	C	17	YER020W
10	C	18	YPL120W
10	C	19	YLR360W
10	C	20	YJR131W
10	C	21	YER143W
10	C	22	YBR222C
10	C	23	YHR123W
10	C	24	YDL207W
10	D	1	YLR373C
10	D	2	YML103C
10	D	3	YLR166C
10	D	4	YDR135C
10	D	5	YFR002W
10	D	6	YIL115C
10	D	7	YPL270W
10	D	8	YGL092W
10	D	9	YJL212C
10	D	10	YDL145C
10	D	11	YJR143C
10	D	12	YLR096W
10	D	13	BLANK
10	D	14	YGL156W
10	D	15	YGL203C
10	D	16	YML075C
10	D	17	YOL060C
10	D	18	YNL329C
10	D	19	YKL146W
10	D	20	YDR238C
10	D	21	YNL125C
10	D	22	YCR017C
10	D	23	YIL037C
10	D	24	YCR037C
10	E	1	YDR072C
10	E	2	YHR117W
10	E	3	YJR121W
10	E	4	YJL085W
10	E	5	YAL058W
10	E	6	YLR088W
10	E	7	YNL083W
10	E	8	YDR091C
10	E	9	YIL088C
10	E	10	YKR039W
10	E	11	YLR378C
10	E	12	YEL063C
10	E	13	YGL172W
10	E	14	YEL013W
10	E	15	YMR238W
10	E	16	YGL077C
10	E	17	YPL053C
10	E	18	YOL105C
10	E	19	YOR316C
10	E	20	YBR008C
10	E	21	YBR287W
10	E	22	YIL121W
10	E	23	YKL008C
10	E	24	YHR135C
10	F	1	YNR013C
10	F	2	YDR093W
10	F	3	YGR157W
10	F	4	YOR153W
10	F	5	YPL019C
10	F	6	YBR097W
10	F	7	YDL095W
10	F	8	YGR014W
10	F	9	YPL221W
10	F	10	YNL087W
10	F	11	YER017C
10	F	12	YBL022C
10	F	13	YPR003C
10	F	14	YKL020C
10	F	15	YDL116W
10	F	16	YCR011C
10	F	17	YKR001C
10	F	18	YFL025C
10	F	19	YHR042W
10	F	20	YDR166C
10	F	21	YLL043W
10	F	22	YMR266W
10	F	23	YML031W
10	F	24	YKL165C
10	G	1	YER123W
10	G	2	YMR058W
10	G	3	YMR004W
10	G	4	YKL212W
10	G	5	YEL036C
10	G	6	YOR092W
10	G	7	YAL010C
10	G	8	YPL265W
10	G	9	YNR045W
10	G	10	YKR093W
10	G	11	YJL054W
10	G	12	YPL274W
10	G	13	YHR005C
10	G	14	YGL095C
10	G	15	YBL045C
10	G	16	YDR062W
10	G	17	YFL048C
10	G	18	YNL219C
10	G	19	YNL280C
10	G	20	YNL048W
10	G	21	YLL010C
10	G	22	YML116W
10	G	23	YCL052C
10	G	24	YGR260W
10	H	1	YMR054W
10	H	2	YLR310C
10	H	3	YJL041W
10	H	4	YPL058C
10	H	5	YJL062W
10	H	6	YER105C
10	H	7	YNL238W
10	H	8	YKL209C
10	H	9	YAL053W
10	H	10	YAL002W
10	H	11	YCL045C
10	H	12	BLANK
10	H	13	YOR321W
10	H	14	YGL016W
10	H	15	YPR159W
10	H	16	YDL077C
10	H	17	YGL145W
10	H	18	YMR231W
10	H	19	YLR396C
10	H	20	YKL064W
10	H	21	YLR083C
10	H	22	YGL167C
10	H	23	YHR039C
10	H	24	YGL008C
10	I	1	YEL042W
10	I	2	YDR456W
10	I	3	YGL055W
10	I	4	YFL041W
10	I	5	YNL169C
10	I	6	YDR244W
10	I	7	YDR376W
10	I	8	YHL019C
10	I	9	YPR138C
10	I	10	YLR237W
10	I	11	YPR036W
10	I	12	YLL028W
10	I	13	YNR026C
10	I	14	YNL275W
10	I	15	YDR375C
10	I	16	YNR056C
10	I	17	BLANK
10	I	18	YMR319C
10	I	19	YPR173C
10	I	20	BLANK
10	I	21	YLL006W
10	I	22	YGR119C
10	I	23	YNL323W
10	I	24	YER056C
10	J	1	YDR027C
10	J	2	YBL017C
10	J	3	YOL130W
10	J	4	YBL079W
10	J	5	YFL004W
10	J	6	YJR033C
10	J	7	YGR261C
10	J	8	YDR407C
10	J	9	YMR212C
10	J	10	YGL006W
10	J	11	YGL021W
10	J	12	YHR079C
10	J	13	YPR024W
10	J	14	YOR098C
10	J	15	YGL022W
10	J	16	YLR450W
10	J	17	YIL005W
10	J	18	YDR270W
10	J	19	YMR301C
10	J	20	YNL243W
10	J	21	BLANK
10	J	22	YBR086C
10	J	23	YNL115C
10	J	24	BLANK
10	K	1	YBR127C
10	K	2	YER005W
10	K	3	YMR177W
10	K	4	YPR156C
10	K	5	YNL142W
10	K	6	YOL103W
10	K	7	YGR121C
10	K	8	YHL028W
10	K	9	YBR241C
10	K	10	YBR015C
10	K	11	YJL002C
10	K	12	YNL065W
10	K	13	YOR334W
10	K	14	YBR296C
10	K	15	YJR117W
10	K	16	YGL084C
10	K	17	YDR483W
10	K	18	YNR030W
10	K	19	YIR004W
10	K	20	YFR051C
10	K	21	YOR212W
10	K	22	YMR011W
10	K	23	YDL128W
10	K	24	YNL130C
10	L	1	YJL198W
10	L	2	YER166W
10	L	3	YBR179C
10	L	4	YDR011W
10	L	5	YKL176C
10	L	6	YAL026C
10	L	7	YIL068C
10	L	8	YJL080C
10	L	9	YNL212W
10	L	10	YPL006W
10	L	11	YBL011W
10	L	12	YMR047C
10	L	13	YJR042W
10	L	14	YDL185W
10	L	15	YJL112W
10	L	16	YGR125W
10	L	17	YJR005W
10	L	18	YHR027C
10	L	19	YBR043C
10	L	20	YLR067C
10	L	21	YDR508C
10	L	22	YNL287W
10	L	23	YLR139C
10	L	24	YMR273C
10	M	1	YDR323C
10	M	2	YEL065W
10	M	3	YER064C
10	M	4	YBR069C
10	M	5	YJL091C
10	M	6	YCR023C
10	M	7	YIL090W
10	M	8	YNR039C
10	M	9	YGL129C
10	M	10	YBR132C
10	M	11	YMR153W
10	M	12	YNR055C
10	M	13	YKL021C
10	M	14	YGR055W
10	M	15	YOR307C
10	M	16	YHR045W
10	M	17	YML038C
10	M	18	YOL013C
10	M	19	YFL026W
10	M	20	YHL036W
10	M	21	YOR266W
10	M	22	YAR002W
10	M	23	YDR331W
10	M	24	YHL017W
10	N	1	YNL049C
10	N	2	YLL015W
10	N	3	YHR103W
10	N	4	YIR006C
10	N	5	YMR089C
10	N	6	YMR129W
10	N	7	YER157W
10	N	8	YIL147C
10	N	9	YDR119W
10	N	10	YBR023C
10	N	11	YNL272C
10	N	12	YDR038C
10	N	13	YKR067W
10	N	14	YCR067C
10	N	15	YJL061W
10	N	16	YFR030W
10	N	17	YBL061C
10	N	18	YDR080W
10	N	19	YOL011W
10	N	20	YGL238W
10	N	21	YOR254C
10	N	22	YPL195W
10	N	23	YNL095C
10	N	24	YLR309C
10	O	1	YCL027W
10	O	2	YHL008C
10	O	3	YMR221C
10	O	4	YOR175C
10	O	5	YJR054W
10	O	6	YNL268W
10	O	7	YOL062C
10	O	8	YDR046C
10	O	9	YDL054C
10	O	10	YCL025C
10	O	11	YPL259C
10	O	12	YDR497C
10	O	13	YBR207W
10	O	14	YDR343C
10	O	15	YER136W
10	O	16	YMR307W
10	O	17	YMR243C
10	O	18	YOL019W
10	O	19	YIL022W
10	O	20	YNL154C
10	O	21	YJL183W
10	O	22	YER014W
10	O	23	YHL003C
10	O	24	YLL055W
10	P	1	YLR240W
10	P	2	YIL173W
10	P	3	YMR302C
10	P	4	YGR281W
10	P	5	YIL140W
10	P	6	YER008C
10	P	7	YMR257C
10	P	8	YKR103W
10	P	9	YDR264C
10	P	10	YKR082W
10	P	11	YAL023C
10	P	12	YDR039C
10	P	13	YDR205W
10	P	14	YPR055W
10	P	15	YLL051C
10	P	16	YPR032W
10	P	17	YDR338C
10	P	18	YOL084W
10	P	19	YIL067C
10	P	20	YKL068W
10	P	21	YNL279W
10	P	22	YHR098C
10	P	23	YNR019W
10	P	24	YGL233W
11	A	1	YGL054C
11	A	2	YJL192C
11	A	3	YGR020C
11	A	4	YEL001C
11	A	5	YER087C-A
11	A	6	YOR185C
11	A	7	YMR256C
11	A	8	YLR350W
11	A	9	BLANK
11	A	10	YAL059W
11	A	11	BLANK
11	A	12	YML001W
11	A	13	BLANK
11	A	14	YJR118C
11	A	15	BLANK
11	A	16	YOR297C
11	A	17	YPL229W
11	A	18	YGR133W
11	A	19	YNL099C
11	A	20	YGL010W
11	A	21	YGR034W
11	A	22	YPL234C
11	A	23	YCR047C
11	A	24	YPL170W
11	B	1	YDR492W
11	B	2	YBR036C
11	B	3	YMR241W
11	B	4	YER154W
11	B	5	YGR284C
11	B	6	YDR245W
11	B	7	YOL092W
11	B	8	YPL255W
11	B	9	YNL194C
11	B	10	YNL336W
11	B	11	YBR037C
11	B	12	YGL255W
11	B	13	YBR002C
11	B	14	YER107C
11	B	15	YIL114C
11	B	16	YCR044C
11	B	17	YGR120C
11	B	18	YOR075W
11	B	19	YOR115C
11	B	20	YKR088C
11	B	21	YBL040C
11	B	22	YBL069W
11	B	23	YDR410C
11	B	24	YHR012W
11	C	1	BLANK
11	C	2	YKR014C
11	C	3	BLANK
11	C	4	YER170W
11	C	5	BLANK
11	C	6	YPR113W
11	C	7	BLANK
11	C	8	YAL007C
11	C	9	BLANK
11	C	10	YDR298C
11	C	11	BLANK
11	C	12	YOR016C
11	C	13	BLANK
11	C	14	YMR264W
11	C	15	BLANK
11	C	16	YDR373W
11	C	17	BLANK
11	C	18	YOR094W
11	C	19	BLANK
11	C	20	YKL016C
11	C	21	BLANK
11	C	22	YEL027W
11	C	23	BLANK
11	C	24	YLL052C
11	D	1	YGL212W
11	D	2	YNL064C
11	D	3	YML125C
11	D	4	YKL004W
11	D	5	YJL196C
11	D	6	YIL136W
11	D	7	YBR085W
11	D	8	YDL248W
11	D	9	YER053C
11	D	10	YPR079W
11	D	11	YMR183C
11	D	12	YLR332W
11	D	13	YDR313C
11	D	14	YLR056W
11	D	15	YBR187W
11	D	16	YMR079W
11	D	17	YDR503C
11	D	18	YLR372W
11	D	19	YPR183W
11	D	20	YNL326C
11	D	21	YER100W
11	D	22	YPR128C
11	D	23	YHR140W
11	D	24	YBR290W
11	E	1	YGL226C-A
11	E	2	YGR167W
11	E	3	YPR020W
11	E	4	YPR028W
11	E	5	YDR086C
11	E	6	YJL024C
11	E	7	YML081C-A
11	E	8	YBL102W
11	E	9	YNR007C
11	E	10	YHR110W
11	E	11	YNL217W
11	E	12	BLANK
11	E	13	YDL099W
11	E	14	YNL044W
11	E	15	YJR129C
11	E	16	YPL010W
11	E	17	YKL193C
11	E	18	YDL137W
11	E	19	YPL069C
11	E	20	YPR149W
11	E	21	YGL091C
11	E	22	YIL016W
11	E	23	YOL064C
11	E	24	YHR051W
11	F	1	YGR062C
11	F	2	YLR380W
11	F	3	YOL101C
11	F	4	YMR026C
11	F	5	YPL134C
11	F	6	YML018C
11	F	7	YDL119C
11	F	8	YDR498C
11	F	9	YPR139C
11	F	10	YPL203W
11	F	11	YOR130C
11	F	12	YNR041C
11	F	13	YMR149W
11	F	14	YMR152W
11	F	15	YPL076W
11	F	16	YKL051W
11	F	17	YPL162C
11	F	18	YLR447C
11	F	19	YLL041C
11	F	20	YEL006W
11	F	21	YGL098W
11	F	22	YMR060C
11	F	23	YBR070C
11	F	24	YHR195W
11	G	1	YDR519W
11	G	2	YLL060C
11	G	3	YEL039C
11	G	4	YKL041W
11	G	5	YGR105W
11	G	6	YAR002C-A
11	G	7	YDR276C
11	G	8	YEL024W
11	G	9	YJL131C
11	G	10	YML012W
11	G	11	YOL052C
11	G	12	YJR073C
11	G	13	YDR370C
11	G	14	YDR084C
11	G	15	YLR085C
11	G	16	YCL001W
11	G	17	YNL224C
11	G	18	YDL192W
11	G	19	YNL247W
11	G	20	YGR174C
11	G	21	YKL072W
11	G	22	YJL143W
11	G	23	YGR117C
11	G	24	YFR033C
11	H	1	YHR142W
11	H	2	YPR124W
11	H	3	YOR069W
11	H	4	YKL166C
11	H	5	YGR060W
11	H	6	YOR099W
11	H	7	YKR026C
11	H	8	YJR161C
11	H	9	YBR291C
11	H	10	YBR302C
11	H	11	YHR133C
11	H	12	YMR166C
11	H	13	YNL003C
11	H	14	YHR101C
11	H	15	YLL023C
11	H	16	YDR202C
11	H	17	YGR152C
11	H	18	YBR054W
11	H	19	YGR106C
11	H	20	YPL215W
11	H	21	YML064C
11	H	22	YOR271C
11	H	23	YGL053W
11	H	24	YBR265W
11	I	1	YLR110C
11	I	2	YOR332W
11	I	3	YJR086W
11	I	4	YER031C
11	I	5	YML129C
11	I	6	YDR246W
11	I	7	YEL017C-A
11	I	8	YKL119C
11	I	9	BLANK
11	I	10	YDL212W
11	I	11	YEL040W
11	I	12	BLANK
11	I	13	YER038C
11	I	14	YNL214W
11	I	15	YDR247W
11	I	16	YIL004C
11	I	17	YBR118W
11	I	18	YDR178W
11	I	19	YHR070W
11	I	20	YHR039C-A
11	I	21	YPL204W
11	I	22	YGL187C
11	I	23	YFR024C-A
11	I	24	YJR058C
11	J	1	YOL096C
11	J	2	YBR205W
11	J	3	YBR039W
11	J	4	YBR042C
11	J	5	YMR056C
11	J	6	YOR176W
11	J	7	YKR052C
11	J	8	YML008C
11	J	9	YLR018C
11	J	10	YFL062W
11	J	11	YKR055W
11	J	12	YPR191W
11	J	13	BLANK
11	J	14	YBR105C
11	J	15	YLR393W
11	J	16	BLANK
11	J	17	YJL210W
11	J	18	YOL107W
11	J	19	YPL246C
11	J	20	YPL227C
11	J	21	YER120W
11	J	22	YPR011C
11	J	23	YOL147C
11	J	24	YDR033W
11	K	1	YPL192C
11	K	2	YHR181W
11	K	3	YGR209C
11	K	4	YGL210W
11	K	5	YOL077W-A
11	K	6	YNR061C
11	K	7	YCR024C-A
11	K	8	YLR262C
11	K	9	YJR006W
11	K	10	YNR049C
11	K	11	YKL211C
11	K	12	YDL072C
11	K	13	YNL071W
11	K	14	YLR356W
11	K	15	YBR272C
11	K	16	YLR066W
11	K	17	YNR051C
11	K	18	YHR060W
11	K	19	YDR371W
11	K	20	YIR022W
11	K	21	YDR111C
11	K	22	YIL065C
11	K	23	YLR015W
11	K	24	YNL328C
11	L	1	YPR114W
11	L	2	YER145C
11	L	3	YJL117W
11	L	4	YJL171C
11	L	5	YOR065W
11	L	6	YKL080W
11	L	7	BLANK
11	L	8	YML067C
11	L	9	YLR348C
11	L	10	YJL053W
11	L	11	YOR311C
11	L	12	YER118C
11	L	13	YDR472W
11	L	14	YDR414C
11	L	15	YBR185C
11	L	16	YDR297W
11	L	17	YOL009C
11	L	18	YGL153W
11	L	19	YEL051W
11	L	20	YCR021C
11	L	21	YKL154W
11	L	22	YKL120W
11	L	23	YAR027W
11	L	24	YCR069W
11	M	1	YER072W
11	M	2	YJL158C
11	M	3	YLR043C
11	M	4	YMR202W
11	M	5	YPL271W
11	M	6	YBR264C
11	M	7	YDL232W
11	M	8	YLR268W
11	M	9	YGL119W
11	M	10	YOR089C
11	M	11	YDR235W
11	M	12	YGL200C
11	M	13	YER021W
11	M	14	YLR292C
11	M	15	YBR248C
11	M	16	YBR164C
11	M	17	YPL161C
11	M	18	YIL111W
11	M	19	YBR215W
11	M	20	YMR071C
11	M	21	YPL020C
11	M	22	YNL052W
11	M	23	YDL060W
11	M	24	YKL006C-A
11	N	1	YGR096W
11	N	2	YOR037W
11	N	3	YJR077C
11	N	4	YJR075W
11	N	5	YOR101W
11	N	6	YGL075C
11	N	7	YDL052C
11	N	8	YOL044W
11	N	9	YLR208W
11	N	10	YML132W
11	N	11	YPL232W
11	N	12	YGR257C
11	N	13	YNL055C
11	N	14	YGR028W
11	N	15	YGR026W
11	N	16	YBR159W
11	N	17	YAL039C
11	N	18	YDR265W
11	N	19	YMR200W
11	N	20	YNL180C
11	N	21	YPL078C
11	N	22	YLR220W
11	N	23	YGL020C
11	N	24	YIL117C
11	O	1	YDR529C
11	O	2	YDL018C
11	O	3	YJR010C-A
11	O	4	YNR017W
11	O	5	YOR045W
11	O	6	YJL097W
11	O	7	YAL021C
11	O	8	YHR026W
11	O	9	YBR289W
11	O	10	YCR027C
11	O	11	YOR371C
11	O	12	YJL004C
11	O	13	YDL117W
11	O	14	YNL090W
11	O	15	YNR011C
11	O	16	YGR082W
11	O	17	YGL201C
11	O	18	YBR254C
11	O	19	YMR288W
11	O	20	YMR292W
11	O	21	YCR057C
11	O	22	YNL131W
11	O	23	YOR188W
11	O	24	YPR017C
11	P	1	YJL133W
11	P	2	YML048W
11	P	3	YDL015C
11	P	4	YPL050C
11	P	5	YNR028W
11	P	6	YLR191W
11	P	7	YML052W
11	P	8	YPL057C
11	P	9	YNL305C
11	P	10	YOR008C
11	P	11	YDR284C
11	P	12	YNL173C
11	P	13	YPL094C
11	P	14	YIL076W
11	P	15	YIR014W
11	P	16	YCR034W
11	P	17	YHL026C
11	P	18	YGL225W
11	P	19	YFL045C
11	P	20	YBR104W
11	P	21	YLR025W
11	P	22	YNL098C
11	P	23	YAR028W
11	P	24	YPL087W
12	A	1	BLANK
12	A	2	BLANK
12	A	3	BLANK
12	A	4	BLANK
12	A	5	BLANK
12	A	6	BLANK
12	A	7	BLANK
12	A	8	BLANK
12	A	9	BLANK
12	A	10	BLANK
12	A	11	BLANK
12	A	12	BLANK
12	A	13	BLANK
12	A	14	BLANK
12	A	15	BLANK
12	A	16	BLANK
12	A	17	BLANK
12	A	18	BLANK
12	A	19	BLANK
12	A	20	BLANK
12	A	21	BLANK
12	A	22	BLANK
12	A	23	BLANK
12	A	24	BLANK
12	B	1	BLANK
12	B	2	BLANK
12	B	3	BLANK
12	B	4	BLANK
12	B	5	BLANK
12	B	6	BLANK
12	B	7	BLANK
12	B	8	BLANK
12	B	9	BLANK
12	B	10	BLANK
12	B	11	BLANK
12	B	12	BLANK
12	B	13	BLANK
12	B	14	BLANK
12	B	15	BLANK
12	B	16	BLANK
12	B	17	BLANK
12	B	18	BLANK
12	B	19	BLANK
12	B	20	BLANK
12	B	21	BLANK
12	B	22	BLANK
12	B	23	BLANK
12	B	24	BLANK
12	C	1	BLANK
12	C	2	BLANK
12	C	3	BLANK
12	C	4	BLANK
12	C	5	BLANK
12	C	6	BLANK
12	C	7	BLANK
12	C	8	BLANK
12	C	9	BLANK
12	C	10	BLANK
12	C	11	BLANK
12	C	12	BLANK
12	C	13	BLANK
12	C	14	BLANK
12	C	15	BLANK
12	C	16	BLANK
12	C	17	BLANK
12	C	18	BLANK
12	C	19	BLANK
12	C	20	BLANK
12	C	21	BLANK
12	C	22	BLANK
12	C	23	BLANK
12	C	24	BLANK
12	D	1	BLANK
12	D	2	BLANK
12	D	3	BLANK
12	D	4	BLANK
12	D	5	BLANK
12	D	6	BLANK
12	D	7	BLANK
12	D	8	BLANK
12	D	9	BLANK
12	D	10	BLANK
12	D	11	BLANK
12	D	12	BLANK
12	D	13	BLANK
12	D	14	BLANK
12	D	15	BLANK
12	D	16	BLANK
12	D	17	BLANK
12	D	18	BLANK
12	D	19	BLANK
12	D	20	BLANK
12	D	21	BLANK
12	D	22	BLANK
12	D	23	BLANK
12	D	24	BLANK
12	E	1	BLANK
12	E	2	BLANK
12	E	3	BLANK
12	E	4	BLANK
12	E	5	BLANK
12	E	6	BLANK
12	E	7	BLANK
12	E	8	BLANK
12	E	9	BLANK
12	E	10	BLANK
12	E	11	BLANK
12	E	12	BLANK
12	E	13	Unknown2
12	E	14	Unknown2
12	E	15	Unknown1
12	E	16	Unknown1
12	E	17	BLANK
12	E	18	BLANK
12	E	19	YBR235W
12	E	20	YBR235W
12	E	21	YNL252C
12	E	22	YNL252C
12	E	23	YGR192C
12	E	24	YGR192C
12	F	1	BLANK
12	F	2	BLANK
12	F	3	BLANK
12	F	4	BLANK
12	F	5	BLANK
12	F	6	BLANK
12	F	7	BLANK
12	F	8	BLANK
12	F	9	BLANK
12	F	10	BLANK
12	F	11	BLANK
12	F	12	BLANK
12	F	13	Unknown2
12	F	14	Unknown2
12	F	15	Unknown1
12	F	16	Unknown1
12	F	17	BLANK
12	F	18	BLANK
12	F	19	YBR235W
12	F	20	YBR235W
12	F	21	YNL252C
12	F	22	YNL252C
12	F	23	YGR192C
12	F	24	YGR192C
12	G	1	YNL097C
12	G	2	YNL097C
12	G	3	YGL126W
12	G	4	YGL126W
12	G	5	YMR024W
12	G	6	YMR024W
12	G	7	YOR117W
12	G	8	YOR117W
12	G	9	YDL029W
12	G	10	YDL029W
12	G	11	YBR163W
12	G	12	YBR163W
12	G	13	YPR091C
12	G	14	YPR091C
12	G	15	YOL076W
12	G	16	YOL076W
12	G	17	YBR171W
12	G	18	YBR171W
12	G	19	YOR074C
12	G	20	YOR074C
12	G	21	YLL001W
12	G	22	YLL001W
12	G	23	YFR032C-A
12	G	24	YFR032C-A
12	H	1	YNL097C
12	H	2	YNL097C
12	H	3	YGL126W
12	H	4	YGL126W
12	H	5	YMR024W
12	H	6	YMR024W
12	H	7	YOR117W
12	H	8	YOR117W
12	H	9	YDL029W
12	H	10	YDL029W
12	H	11	YBR163W
12	H	12	YBR163W
12	H	13	YPR091C
12	H	14	YPR091C
12	H	15	YOL076W
12	H	16	YOL076W
12	H	17	YBR171W
12	H	18	YBR171W
12	H	19	YOR074C
12	H	20	YOR074C
12	H	21	YLL001W
12	H	22	YLL001W
12	H	23	YFR032C-A
12	H	24	YFR032C-A
12	I	1	YLR262C-A
12	I	2	YLR262C-A
12	I	3	BLANK
12	I	4	BLANK
12	I	5	YML108W
12	I	6	YML108W
12	I	7	BLANK
12	I	8	BLANK
12	I	9	YMR223W
12	I	10	YMR223W
12	I	11	YKL065C
12	I	12	YKL065C
12	I	13	YDL142C
12	I	14	YDL142C
12	I	15	YOR085W
12	I	16	YOR085W
12	I	17	YHR190W
12	I	18	YHR190W
12	I	19	YDL180W
12	I	20	YDL180W
12	I	21	YDR189W
12	I	22	YDR189W
12	I	23	YLR148W
12	I	24	YLR148W
12	J	1	YLR262C-A
12	J	2	YLR262C-A
12	J	3	BLANK
12	J	4	BLANK
12	J	5	YML108W
12	J	6	YML108W
12	J	7	BLANK
12	J	8	BLANK
12	J	9	YMR223W
12	J	10	YMR223W
12	J	11	YKL065C
12	J	12	YKL065C
12	J	13	YDL142C
12	J	14	YDL142C
12	J	15	YOR085W
12	J	16	YOR085W
12	J	17	YHR190W
12	J	18	YHR190W
12	J	19	YDL180W
12	J	20	YDL180W
12	J	21	YDR189W
12	J	22	YDR189W
12	J	23	YLR148W
12	J	24	YLR148W
12	K	1	YDL045W-A
12	K	2	YDL045W-A
12	K	3	YLR408C
12	K	4	YLR408C
12	K	5	YDR100W
12	K	6	YDR100W
12	K	7	YER067W
12	K	8	YER067W
12	K	9	YMR242C
12	K	10	YMR242C
12	K	11	YNL158W
12	K	12	YNL158W
12	K	13	YHR147C
12	K	14	YHR147C
12	K	15	YDR183W
12	K	16	YDR183W
12	K	17	YOL032W
12	K	18	YOL032W
12	K	19	YLR323C
12	K	20	YLR323C
12	K	21	YOL088C
12	K	22	YOL088C
12	K	23	YJR088C
12	K	24	YJR088C
12	L	1	YDL045W-A
12	L	2	YDL045W-A
12	L	3	YLR408C
12	L	4	YLR408C
12	L	5	YDR100W
12	L	6	YDR100W
12	L	7	YER067W
12	L	8	YER067W
12	L	9	YMR242C
12	L	10	YMR242C
12	L	11	YNL158W
12	L	12	YNL158W
12	L	13	YHR147C
12	L	14	YHR147C
12	L	15	YDR183W
12	L	16	YDR183W
12	L	17	YOL032W
12	L	18	YOL032W
12	L	19	YLR323C
12	L	20	YLR323C
12	L	21	YOL088C
12	L	22	YOL088C
12	L	23	YJR088C
12	L	24	YJR088C
12	M	1	YDR480W
12	M	2	YDR480W
12	M	3	YPR057W
12	M	4	YPR057W
12	M	5	YBR087W
12	M	6	YBR087W
12	M	7	YIL035C
12	M	8	YIL035C
12	M	9	YMR305C
12	M	10	YMR305C
12	M	11	YDR076W
12	M	12	YDR076W
12	M	13	YMR113W
12	M	14	YMR113W
12	M	15	YDR055W
12	M	16	YDR055W
12	M	17	YLR163C
12	M	18	YLR163C
12	M	19	YBR288C
12	M	20	YBR288C
12	M	21	YLR094C
12	M	22	YLR094C
12	M	23	YMR029C
12	M	24	YMR029C
12	N	1	YDR480W
12	N	2	YDR480W
12	N	3	YPR057W
12	N	4	YPR057W
12	N	5	YBR087W
12	N	6	YBR087W
12	N	7	YIL035C
12	N	8	YIL035C
12	N	9	YMR305C
12	N	10	YMR305C
12	N	11	YDR076W
12	N	12	YDR076W
12	N	13	YMR113W
12	N	14	YMR113W
12	N	15	YDR055W
12	N	16	YDR055W
12	N	17	YLR163C
12	N	18	YLR163C
12	N	19	YBR288C
12	N	20	YBR288C
12	N	21	YLR094C
12	N	22	YLR094C
12	N	23	YMR029C
12	N	24	YMR029C
12	O	1	YOR260W
12	O	2	YOR260W
12	O	3	YPL184C
12	O	4	YPL184C
12	O	5	YOL117W
12	O	6	YOL117W
12	O	7	YDR129C
12	O	8	YDR129C
12	O	9	YLR006C
12	O	10	YLR006C
12	O	11	YMR164C
12	O	12	YMR164C
12	O	13	YLR176C
12	O	14	YLR176C
12	O	15	YBL023C
12	O	16	YBL023C
12	O	17	YDR395W
12	O	18	YDR395W
12	O	19	YJL084C
12	O	20	YJL084C
12	O	21	YIL026C
12	O	22	YIL026C
12	O	23	YGL131C
12	O	24	YGL131C
12	P	1	YOR260W
12	P	2	YOR260W
12	P	3	YPL184C
12	P	4	YPL184C
12	P	5	YOL117W
12	P	6	YOL117W
12	P	7	YDR129C
12	P	8	YDR129C
12	P	9	YLR006C
12	P	10	YLR006C
12	P	11	YMR164C
12	P	12	YMR164C
12	P	13	YLR176C
12	P	14	YLR176C
12	P	15	YBL023C
12	P	16	YBL023C
12	P	17	YDR395W
12	P	18	YDR395W
12	P	19	YJL084C
12	P	20	YJL084C
12	P	21	YIL026C
12	P	22	YIL026C
12	P	23	YGL131C
12	P	24	YGL131C
